Locus_plate	Col	Row	F_R	Loc	Plate	Forward_P	Reverse_P
DAA-B	6	F	F6-R18	DAA	B	F6	R18
DAA-B	7	F	F6-R19	DAA	B	F6	R19
DAA-B	8	F	F6-R20	DAA	B	F6	R20
DAA-B	9	F	F6-R21	DAA	B	F6	R21
DAA-B	10	F	F6-R22	DAA	B	F6	R22
DAA-B	11	F	F6-R23	DAA	B	F6	R23
DAA-B	12	F	F6-R24	DAA	B	F6	R24
DAA-B	1	G	F7-R13	DAA	B	F7	R13
DAA-B	2	G	F7-R14	DAA	B	F7	R14
DAA-B	3	G	F7-R15	DAA	B	F7	R15
DAA-B	4	G	F7-R16	DAA	B	F7	R16
DAA-B	5	G	F7-R17	DAA	B	F7	R17
DAA-B	6	G	F7-R18	DAA	B	F7	R18
DAA-B	7	G	F7-R19	DAA	B	F7	R19
DAA-B	8	G	F7-R20	DAA	B	F7	R20
DAA-B	9	G	F7-R21	DAA	B	F7	R21
DAA-B	10	G	F7-R22	DAA	B	F7	R22
DAA-B	11	G	F7-R23	DAA	B	F7	R23
DAA-B	12	G	F7-R24	DAA	B	F7	R24
DAA-B	1	H	F8-R13	DAA	B	F8	R13
DAA-B	2	H	F8-R14	DAA	B	F8	R14
DAA-B	3	H	F8-R15	DAA	B	F8	R15
DAA-B	4	H	F8-R16	DAA	B	F8	R16
DAA-B	5	H	F8-R17	DAA	B	F8	R17
DAA-B	6	H	F8-R18	DAA	B	F8	R18
DAA-B	7	H	F8-R19	DAA	B	F8	R19
DAA-B	8	H	F8-R20	DAA	B	F8	R20
DAA-B	9	H	F8-R21	DAA	B	F8	R21
DAA-B	10	H	F8-R22	DAA	B	F8	R22
DAA-B	11	H	F8-R23	DAA	B	F8	R23
DAA-B	12	H	F8-R24	DAA	B	F8	R24
DAA-A	1	A	F1-R1	DAA	A	F1	R1
DAA-A	2	A	F1-R2	DAA	A	F1	R2
DAA-A	3	A	F1-R3	DAA	A	F1	R3
DAA-A	4	A	F1-R4	DAA	A	F1	R4
DAA-A	5	A	F1-R5	DAA	A	F1	R5
DAA-A	6	A	F1-R6	DAA	A	F1	R6
DAA-A	7	A	F1-R7	DAA	A	F1	R7
DAA-A	8	A	F1-R8	DAA	A	F1	R8
DAA-A	9	A	F1-R9	DAA	A	F1	R9
DAA-A	10	A	F1-R10	DAA	A	F1	R10
DAA-A	11	A	F1-R11	DAA	A	F1	R11
DAA-A	12	A	F1-R12	DAA	A	F1	R12
DAA-A	1	B	F2-R1	DAA	A	F2	R1
DAA-A	2	B	F2-R2	DAA	A	F2	R2
DAA-A	3	B	F2-R3	DAA	A	F2	R3
DAA-A	4	B	F2-R4	DAA	A	F2	R4
DAA-A	5	B	F2-R5	DAA	A	F2	R5
DAA-A	6	B	F2-R6	DAA	A	F2	R6
DAA-A	7	B	F2-R7	DAA	A	F2	R7
DAA-A	8	B	F2-R8	DAA	A	F2	R8
DAA-A	9	B	F2-R9	DAA	A	F2	R9
DAA-A	10	B	F2-R10	DAA	A	F2	R10
DAA-A	11	B	F2-R11	DAA	A	F2	R11
DAA-A	12	B	F2-R12	DAA	A	F2	R12
DAA-A	1	C	F3-R1	DAA	A	F3	R1
DAA-A	2	C	F3-R2	DAA	A	F3	R2
DAA-A	3	C	F3-R3	DAA	A	F3	R3
DAA-A	4	C	F3-R4	DAA	A	F3	R4
DAA-A	5	C	F3-R5	DAA	A	F3	R5
DAA-A	6	C	F3-R6	DAA	A	F3	R6
DAA-A	7	C	F3-R7	DAA	A	F3	R7
DAA-A	8	C	F3-R8	DAA	A	F3	R8
DAA-A	9	C	F3-R9	DAA	A	F3	R9
DAA-A	10	C	F3-R10	DAA	A	F3	R10
DAA-A	11	C	F3-R11	DAA	A	F3	R11
DAA-A	12	C	F3-R12	DAA	A	F3	R12
DAA-A	1	D	F4-R1	DAA	A	F4	R1
DAA-A	2	D	F4-R2	DAA	A	F4	R2
DAA-A	3	D	F4-R3	DAA	A	F4	R3
DAA-A	4	D	F4-R4	DAA	A	F4	R4
DAA-A	5	D	F4-R5	DAA	A	F4	R5
DAA-A	6	D	F4-R6	DAA	A	F4	R6
DAA-A	7	D	F4-R7	DAA	A	F4	R7
DAA-A	8	D	F4-R8	DAA	A	F4	R8
DAA-A	9	D	F4-R9	DAA	A	F4	R9
DAA-A	10	D	F4-R10	DAA	A	F4	R10
DAA-A	11	D	F4-R11	DAA	A	F4	R11
DAA-A	12	D	F4-R12	DAA	A	F4	R12
DAA-A	1	E	F5-R1	DAA	A	F5	R1
DAA-A	2	E	F5-R2	DAA	A	F5	R2
DAA-A	3	E	F5-R3	DAA	A	F5	R3
DAA-A	4	E	F5-R4	DAA	A	F5	R4
DAA-A	5	E	F5-R5	DAA	A	F5	R5
DAA-A	6	E	F5-R6	DAA	A	F5	R6
DAA-A	7	E	F5-R7	DAA	A	F5	R7
DAA-A	8	E	F5-R8	DAA	A	F5	R8
DAA-A	9	E	F5-R9	DAA	A	F5	R9
DAA-A	10	E	F5-R10	DAA	A	F5	R10
DAA-A	11	E	F5-R11	DAA	A	F5	R11
DAA-A	12	E	F5-R12	DAA	A	F5	R12
DAA-A	1	F	F6-R1	DAA	A	F6	R1
DAA-A	2	F	F6-R2	DAA	A	F6	R2
DAA-A	3	F	F6-R3	DAA	A	F6	R3
DAA-A	4	F	F6-R4	DAA	A	F6	R4
DAA-A	5	F	F6-R5	DAA	A	F6	R5
DAA-A	6	F	F6-R6	DAA	A	F6	R6
DAA-A	7	F	F6-R7	DAA	A	F6	R7
DAA-A	8	F	F6-R8	DAA	A	F6	R8
DAA-A	9	F	F6-R9	DAA	A	F6	R9
DAA-A	10	F	F6-R10	DAA	A	F6	R10
DAA-A	11	F	F6-R11	DAA	A	F6	R11
DAA-A	12	F	F6-R12	DAA	A	F6	R12
DAA-A	1	G	F7-R1	DAA	A	F7	R1
DAA-A	2	G	F7-R2	DAA	A	F7	R2
DAA-A	3	G	F7-R3	DAA	A	F7	R3
DAA-A	4	G	F7-R4	DAA	A	F7	R4
DAA-A	5	G	F7-R5	DAA	A	F7	R5
DAA-A	6	G	F7-R6	DAA	A	F7	R6
DAA-A	7	G	F7-R7	DAA	A	F7	R7
DAA-A	8	G	F7-R8	DAA	A	F7	R8
DAA-A	9	G	F7-R9	DAA	A	F7	R9
DAA-A	10	G	F7-R10	DAA	A	F7	R10
DAA-A	11	G	F7-R11	DAA	A	F7	R11
DAA-A	12	G	F7-R12	DAA	A	F7	R12
DAA-A	1	H	F8-R1	DAA	A	F8	R1
DAA-A	2	H	F8-R2	DAA	A	F8	R2
DAA-A	3	H	F8-R3	DAA	A	F8	R3
DAA-A	4	H	F8-R4	DAA	A	F8	R4
DAA-A	5	H	F8-R5	DAA	A	F8	R5
DAA-A	6	H	F8-R6	DAA	A	F8	R6
DAA-A	7	H	F8-R7	DAA	A	F8	R7
DAA-A	8	H	F8-R8	DAA	A	F8	R8
DAA-A	9	H	F8-R9	DAA	A	F8	R9
DAA-A	10	H	F8-R10	DAA	A	F8	R10
DAA-A	11	H	F8-R11	DAA	A	F8	R11
DAA-A	12	H	F8-R12	DAA	A	F8	R12
